Title: Absolute Magnitudes and Colors of RR Lyrae stars in DECam Passbands 
       from Photometry of the Globular Cluster M5 
Authors: Vivas A.K., Saha A., Olsen K., Blum R., Olszewski E.W., 
         Claver J., Valdes F., Axelrod T., Kaleida C., Kunder A., 
         Narayan G., Matheson T., Walker A. 
Table: Individual measurements in ugriz of the periodic variables 
       in the field of M5
================================================================================
Byte-by-byte Description of file: ajaa7fedt2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  6 I6     ---     ID      Identification number
   8- 19 F12.6  d       MJD     Modified Julian Date
  21- 21 A1     ---     Filter  Filter
  23- 28 F6.3   mag     mag     Apparent magnitude in Filter
  30- 34 F5.3   mag   e_mag     Error in mag
--------------------------------------------------------------------------------
 30011 56467.464288 i 15.213 0.012 
 30011 56467.464715 i 15.214 0.011 
 30011 56724.815764 i 15.019 0.010 
 30011 56724.816199 i 15.003 0.011 
 30011 56724.838569 i 15.064 0.015 
 30011 56724.859179 i 15.110 0.013 
 30011 56724.859614 i 15.109 0.011 
 30011 56724.882066 i 15.149 0.013 
 30011 56724.882496 i 15.143 0.013 
 30011 56725.845598 i 15.043 0.011 
 30011 56725.846027 i 15.061 0.013 
 30011 56725.875926 i 15.118 0.015 
 30011 56725.876363 i 15.133 0.011 
 30011 56726.811144 i 14.982 0.012 
 30011 56726.811663 i 14.966 0.011 
 30011 56726.820248 i 14.987 0.012 
 30011 56726.820689 i 14.991 0.012 
 30011 56726.881188 i 15.107 0.013 
 30011 56451.720223 z 15.153 0.011 
 30011 56451.720708 z 15.120 0.012 
 30011 56452.498233 z 14.975 0.014 
 30011 56452.498661 z 14.954 0.012 
 30011 56452.612057 z 15.126 0.014 
 30011 56452.612487 z 15.106 0.012 
 30011 56452.700608 z 15.170 0.013 
 30011 56452.701148 z 15.185 0.011 
 30011 56452.753959 z 15.008 0.011 
 30011 56452.754501 z 15.021 0.010 
 30011 56453.467450 z 14.998 0.015 
 30011 56453.479073 z 14.980 0.011 
 30011 56453.479532 z 14.970 0.011 
 30011 56453.569520 z 15.008 0.014 
 30011 56453.569950 z 15.006 0.014 
 30011 56453.576983 z 15.042 0.014 
 30011 56453.577412 z 15.018 0.014 
 30011 56453.680353 z 15.193 0.014 
 30011 56453.750520 z 15.050 0.014 
 30011 56453.751075 z 15.106 0.014 
 30011 56465.457415 z 15.184 0.012 
 30011 56465.465093 z 15.193 0.011 
 30011 56465.465539 z 15.194 0.010 
 30011 56467.465179 z 15.167 0.011 
 30011 56467.465622 z 15.158 0.011 
 30011 56724.816635 z 14.997 0.011 
 30011 56724.817063 z 14.996 0.013 
 30011 56724.839453 z 15.050 0.013 
 30011 56724.839896 z 15.049 0.013 
 30011 56724.860045 z 15.096 0.013 
 30011 56724.860476 z 15.107 0.012 
 30011 56724.882934 z 15.143 0.014 
 30011 56724.883370 z 15.145 0.013 
 30011 56725.826223 z 15.010 0.014 
 30011 56725.826647 z 15.007 0.013 
 30011 56725.846455 z 15.043 0.012 
 30011 56725.846892 z 15.055 0.014 
 30011 56725.876824 z 15.108 0.014 
 30011 56725.877247 z 15.104 0.015 
 30011 56726.812106 z 14.978 0.013 
 30011 56726.812548 z 14.970 0.013 
 30011 56726.821137 z 15.003 0.013 
 30011 56726.821562 z 14.992 0.015 
 30011 56726.841542 z 15.020 0.012 
 30011 56726.841984 z 15.008 0.014 
 30011 56726.861683 z 15.047 0.013 
 30011 56726.862115 z 15.038 0.014 
 30011 56726.882066 z 15.094 0.015 
 30011 56726.882514 z 15.115 0.013 
 30011 56726.902182 z 15.126 0.012 
 30011 56726.902619 z 15.121 0.014 
 30013 56451.722332 u 15.462 0.010 
 30013 56451.723139 u 15.467 0.012 
 30013 56452.499995 u 15.299 0.011 
 30013 56452.500658 u 15.289 0.011 
 30013 56452.613786 u 15.578 0.013 
 30013 56452.614566 u 15.569 0.013 
 30013 56452.702727 u 15.924 0.012 
 30013 56452.703502 u 15.945 0.012 
 30013 56452.756113 u 15.699 0.011 
 30013 56452.756899 u 15.695 0.012 
 30013 56453.475292 u 15.528 0.015 
 30013 56453.571283 u 15.914 0.013 
 30013 56453.571960 u 15.900 0.012 
 30013 56453.578740 u 15.954 0.012 
 30013 56453.579412 u 15.929 0.013 
 30013 56453.681792 u 15.442 0.015 
 30013 56453.682464 u 15.341 0.011 
 30013 56467.466971 u 15.694 0.011 
 30013 56467.467647 u 15.680 0.012 
 30013 56724.818405 u 15.479 0.011 
 30013 56724.841213 u 15.588 0.010 
 30013 56724.841881 u 15.607 0.012 
 30013 56724.861812 u 15.724 0.011 
 30013 56724.862477 u 15.715 0.011 
 30013 56724.884692 u 15.832 0.011 
 30013 56724.885357 u 15.837 0.012 
 30013 56725.827970 u 15.853 0.011 
 30013 56725.828639 u 15.829 0.012 
 30013 56725.848211 u 15.699 0.012 
 30013 56725.848901 u 15.689 0.011 
 30013 56726.814544 u 15.324 0.011 
 30013 56726.822954 u 15.341 0.011 
 30013 56726.823632 u 15.345 0.010 
 30013 56726.903935 u 15.778 0.012 
 30013 56726.904600 u 15.776 0.012 
 30013 56451.721220 g 14.988 0.010 
 30013 56451.721773 g 14.991 0.012 
 30013 56452.499102 g 14.808 0.012 
 30013 56452.499554 g 14.810 0.012 
 30013 56452.612929 g 15.031 0.012 
 30013 56452.613357 g 15.047 0.012 
 30013 56452.701691 g 15.378 0.011 
 30013 56452.702231 g 15.368 0.011 
 30013 56452.755016 g 15.251 0.010 
 30013 56452.755566 g 15.246 0.010 
 30013 56453.467899 g 15.080 0.012 
 30013 56453.474437 g 14.963 0.013 
 30013 56453.479965 g 14.944 0.012 
 30013 56453.480388 g 15.073 0.011 
 30013 56453.570419 g 15.350 0.012 
 30013 56453.570859 g 15.347 0.011 
 30013 56453.577840 g 15.346 0.012 
 30013 56453.578284 g 15.353 0.012 
 30013 56453.681369 g 14.815 0.011 
 30013 56453.751591 g 14.984 0.013 
 30013 56453.752177 g 14.943 0.010 
 30013 56465.458279 g 15.313 0.011 
 30013 56465.465990 g 15.342 0.012 
 30013 56465.466423 g 15.340 0.012 
 30013 56467.466080 g 15.204 0.011 
 30013 56467.466518 g 15.188 0.012 
 30013 56724.817498 g 14.997 0.011 
 30013 56724.817962 g 14.988 0.010 
 30013 56724.840334 g 15.093 0.011 
 30013 56724.840768 g 15.102 0.010 
 30013 56724.860922 g 15.225 0.010 
 30013 56724.861365 g 15.219 0.011 
 30013 56724.883814 g 15.324 0.010 
 30013 56724.884254 g 15.302 0.010 
 30013 56725.827082 g 15.306 0.011 
 30013 56725.827515 g 15.329 0.010 
 30013 56725.847325 g 15.187 0.011 
 30013 56725.847757 g 15.197 0.010 
 30013 56725.877691 g 14.815 0.011 
 30013 56725.878141 g 14.812 0.011 
 30013 56726.812985 g 14.839 0.011 
 30013 56726.813433 g 14.847 0.011 
 30013 56726.822069 g 14.870 0.011 
 30013 56726.822504 g 14.858 0.010 
 30013 56726.842416 g 14.935 0.010 
 30013 56726.842855 g 14.934 0.010 
 30013 56726.862556 g 15.021 0.011 
 30013 56726.862992 g 15.024 0.010 
 30013 56726.882952 g 15.118 0.010 
 30013 56726.883409 g 15.123 0.011 
 30013 56726.903067 g 15.228 0.011 
 30013 56726.903508 g 15.226 0.011 
 30013 56451.717357 r 14.956 0.011 
 30013 56451.718102 r 14.950 0.011 
 30013 56451.718635 r 14.980 0.010 
 30013 56452.495761 r 14.854 0.011 
 30013 56452.496463 r 14.877 0.012 
 30013 56452.496898 r 14.873 0.012 
 30013 56452.502189 r 14.849 0.013 
 30013 56452.609624 r 15.007 0.012 
 30013 56452.610313 r 15.003 0.013 
 30013 56452.610753 r 14.997 0.013 
 30013 56452.697765 r 15.221 0.012 
 30013 56452.698514 r 15.227 0.011 
 30013 56452.699052 r 15.232 0.011 
 30013 56452.751003 r 15.154 0.012 
 30013 56452.751804 r 15.158 0.012 
 30013 56452.752352 r 15.149 0.011 
 30013 56453.465704 r 15.094 0.011 
 30013 56453.476666 r 14.922 0.011 
 30013 56453.477356 r 14.826 0.015 
 30013 56453.567081 r 15.234 0.010 
 30013 56453.567781 r 15.230 0.011 
 30013 56453.568211 r 15.230 0.012 
 30013 56453.574528 r 15.234 0.013 
 30013 56453.575206 r 15.230 0.011 
 30013 56453.575657 r 15.222 0.011 
 30013 56453.677469 r 14.868 0.011 
 30013 56453.678173 r 14.870 0.013 
 30013 56453.678605 r 14.861 0.013 
 30013 56453.747565 r 14.964 0.010 
 30013 56453.748378 r 14.974 0.010 
 30013 56453.748937 r 14.949 0.011 
 30013 56465.454568 r 15.187 0.010 
 30013 56465.455249 r 15.198 0.012 
 30013 56465.455691 r 15.195 0.011 
 30013 56465.462665 r 15.218 0.012 
 30013 56465.463356 r 15.207 0.013 
 30013 56465.463783 r 15.224 0.011 
 30013 56467.462713 r 15.129 0.012 
 30013 56467.463393 r 15.107 0.011 
 30013 56467.463847 r 15.090 0.011 
 30013 56724.814885 r 14.984 0.011 
 30013 56724.815323 r 14.995 0.010 
 30013 56724.837694 r 15.040 0.010 
 30013 56724.838133 r 15.046 0.010 
 30013 56724.858302 r 15.125 0.010 
 30013 56724.858738 r 15.123 0.010 
 30013 56724.881196 r 15.208 0.010 
 30013 56724.881636 r 15.196 0.011 
 30013 56725.824447 r 15.215 0.011 
 30013 56725.824889 r 15.219 0.012 
 30013 56725.844726 r 15.138 0.013 
 30013 56725.845162 r 15.134 0.010 
 30013 56725.875055 r 14.885 0.011 
 30013 56725.875495 r 14.872 0.011 
 30013 56726.810271 r 14.870 0.011 
 30013 56726.810697 r 14.863 0.011 
 30013 56726.819387 r 14.890 0.010 
 30013 56726.819819 r 14.878 0.011 
 30013 56726.839819 r 14.932 0.010 
 30013 56726.840245 r 14.934 0.012 
 30013 56726.859958 r 14.992 0.011 
 30013 56726.860383 r 14.991 0.011 
 30013 56726.880322 r 15.055 0.012 
 30013 56726.880764 r 15.060 0.011 
 30013 56726.900425 r 15.122 0.010 
 30013 56726.900873 r 15.127 0.010 
 30013 56451.719126 i 15.054 0.011 
 30013 56451.719677 i 15.059 0.010 
 30013 56452.497345 i 14.979 0.013 
 30013 56452.497785 i 14.963 0.011 
 30013 56452.611183 i 15.085 0.012 
 30013 56452.611621 i 15.079 0.015 
 30013 56452.699593 i 15.266 0.015 
 30013 56452.700079 i 15.258 0.011 
 30013 56452.752902 i 15.192 0.012 
 30013 56452.753449 i 15.187 0.012 
 30013 56453.466139 i 15.074 0.010 
 30013 56453.466599 i 15.046 0.012 
 30013 56453.472711 i 14.983 0.035 
 30013 56453.473140 i 15.109 0.025 
 30013 56453.478647 i 15.112 0.012 
 30013 56453.568639 i 15.278 0.011 
 30013 56453.569078 i 15.392 0.013 
 30013 56453.576087 i 15.267 0.012 
 30013 56453.576522 i 15.253 0.013 
 30013 56453.679063 i 14.993 0.012 
 30013 56453.679504 i 14.926 0.011 
 30013 56453.749491 i 15.044 0.012 
 30013 56465.456542 i 15.228 0.012 
 30013 56465.464214 i 15.255 0.011 
 30013 56465.464655 i 15.239 0.011 
 30013 56467.464288 i 15.168 0.013 
 30013 56467.464715 i 15.148 0.011 
 30013 56724.815764 i 15.078 0.010 
 30013 56724.816199 i 15.071 0.011 
 30013 56724.838569 i 15.116 0.012 
 30013 56724.859179 i 15.174 0.010 
 30013 56724.859614 i 15.170 0.010 
 30013 56724.882066 i 15.228 0.011 
 30013 56724.882496 i 15.239 0.011 
 30013 56725.825782 i 15.259 0.014 
 30013 56725.845598 i 15.195 0.011 
 30013 56725.846027 i 15.197 0.012 
 30013 56726.811144 i 14.988 0.011 
 30013 56726.820248 i 15.010 0.012 
 30013 56726.820689 i 15.002 0.012 
 30013 56726.881188 i 15.128 0.012 
 30013 56451.720223 z 15.094 0.011 
 30013 56451.720708 z 15.061 0.011 
 30013 56452.498233 z 15.011 0.011 
 30013 56452.498661 z 14.991 0.012 
 30013 56452.612057 z 15.094 0.013 
 30013 56452.612487 z 15.068 0.011 
 30013 56452.700608 z 15.256 0.013 
 30013 56452.701148 z 15.266 0.010 
 30013 56452.753959 z 15.197 0.011 
 30013 56452.754501 z 15.212 0.010 
 30013 56453.467450 z 15.054 0.017 
 30013 56453.479073 z 15.109 0.012 
 30013 56453.479532 z 15.084 0.012 
 30013 56453.569520 z 15.256 0.014 
 30013 56453.569950 z 15.248 0.014 
 30013 56453.576983 z 15.266 0.013 
 30013 56453.577412 z 15.229 0.012 
 30013 56453.679926 z 15.035 0.016 
 30013 56453.680353 z 15.038 0.014 
 30013 56453.750520 z 15.011 0.013 
 30013 56453.751075 z 15.068 0.013 
 30013 56465.456974 z 15.256 0.014 
 30013 56465.457415 z 15.227 0.013 
 30013 56465.465093 z 15.227 0.011 
 30013 56465.465539 z 15.234 0.011 
 30013 56467.465179 z 15.141 0.012 
 30013 56467.465622 z 15.142 0.013 
 30013 56724.816635 z 15.060 0.010 
 30013 56724.817063 z 15.056 0.012 
 30013 56724.839453 z 15.114 0.012 
 30013 56724.839896 z 15.108 0.011 
 30013 56724.860045 z 15.166 0.011 
 30013 56724.860476 z 15.177 0.012 
 30013 56724.882934 z 15.241 0.012 
 30013 56724.883370 z 15.229 0.011 
 30013 56725.826223 z 15.261 0.013 
 30013 56725.826647 z 15.254 0.014 
 30013 56725.846455 z 15.199 0.011 
 30013 56725.846892 z 15.207 0.012 
 30013 56725.876824 z 15.008 0.012 
 30013 56725.877247 z 14.997 0.012 
 30013 56726.812106 z 14.995 0.013 
 30013 56726.812548 z 14.998 0.013 
 30013 56726.821137 z 15.015 0.013 
 30013 56726.821562 z 15.017 0.014 
 30013 56726.841542 z 15.041 0.012 
 30013 56726.841984 z 15.038 0.013 
 30013 56726.861683 z 15.073 0.012 
 30013 56726.862115 z 15.071 0.012 
 30013 56726.882066 z 15.125 0.014 
 30013 56726.882514 z 15.122 0.011 
 30013 56726.902182 z 15.180 0.012 
 30013 56726.902619 z 15.177 0.014 
 30018 56451.722332 u 15.846 0.012 
 30018 56451.723139 u 15.834 0.013 
 30018 56452.499995 u 14.775 0.010 
 30018 56452.500658 u 14.754 0.011 
 30018 56452.613786 u 15.548 0.012 
 30018 56452.614566 u 15.545 0.012 
 30018 56452.702727 u 16.069 0.013 
 30018 56452.703502 u 16.051 0.013 
 30018 56452.756113 u 16.271 0.013 
 30018 56452.756899 u 16.244 0.013 
 30018 56453.475292 u 14.751 0.012 
 30018 56453.571283 u 15.655 0.012 
 30018 56453.571960 u 15.653 0.010 
 30018 56453.579412 u 15.670 0.013 
 30018 56453.681792 u 16.275 0.022 
 30018 56453.682464 u 16.184 0.014 
 30018 56467.466971 u 16.221 0.012 
 30018 56467.467647 u 16.366 0.016 
 30018 56724.818405 u 16.202 0.012 
 30018 56724.841213 u 16.069 0.011 
 30018 56724.861812 u 15.462 0.011 
 30018 56725.848901 u 14.921 0.010 
 30018 56726.813869 u 15.163 0.012 
 30018 56726.814544 u 15.150 0.011 
 30018 56726.822954 u 15.223 0.012 
 30018 56726.864099 u 15.507 0.010 
 30018 56726.883851 u 15.624 0.010 
 30018 56726.903935 u 15.740 0.012 
 30018 56726.904600 u 15.757 0.013 
 30018 56451.721220 g 15.279 0.010 
 30018 56451.721773 g 15.281 0.012 
 30018 56452.499102 g 14.380 0.012 
 30018 56452.499554 g 14.370 0.012 
 30018 56452.612929 g 14.996 0.011 
 30018 56452.613357 g 15.009 0.011 
 30018 56452.701691 g 15.415 0.010 
 30018 56452.702231 g 15.412 0.010 
 30018 56452.755016 g 15.613 0.011 
 30018 56452.755566 g 15.618 0.010 
 30018 56453.467899 g 14.359 0.013 
 30018 56453.474437 g 14.339 0.012 
 30018 56453.479965 g 14.341 0.012 
 30018 56453.480388 g 14.482 0.012 
 30018 56453.570419 g 15.091 0.010 
 30018 56453.570859 g 15.091 0.010 
 30018 56453.577840 g 15.121 0.011 
 30018 56453.578284 g 15.134 0.012 
 30018 56453.681369 g 15.533 0.011 
 30018 56453.751591 g 15.669 0.017 
 30018 56453.752177 g 15.617 0.011 
 30018 56465.458279 g 15.606 0.012 
 30018 56465.465990 g 15.616 0.012 
 30018 56465.466423 g 15.610 0.012 
 30018 56467.466080 g 15.600 0.012 
 30018 56467.466518 g 15.578 0.012 
 30018 56724.817498 g 15.631 0.011 
 30018 56724.817962 g 15.623 0.010 
 30018 56724.840334 g 15.498 0.011 
 30018 56724.840768 g 15.500 0.010 
 30018 56724.860922 g 15.018 0.010 
 30018 56724.861365 g 14.989 0.011 
 30018 56724.883814 g 14.446 0.010 
 30018 56724.884254 g 14.434 0.010 
 30018 56725.827082 g 14.407 0.010 
 30018 56725.827515 g 14.416 0.010 
 30018 56725.847325 g 14.501 0.011 
 30018 56725.847757 g 14.515 0.010 
 30018 56725.877691 g 14.706 0.010 
 30018 56725.878141 g 14.707 0.011 
 30018 56726.812985 g 14.688 0.012 
 30018 56726.813433 g 14.691 0.011 
 30018 56726.822069 g 14.743 0.011 
 30018 56726.822504 g 14.732 0.010 
 30018 56726.842416 g 14.863 0.010 
 30018 56726.842855 g 14.864 0.010 
 30018 56726.862556 g 14.980 0.011 
 30018 56726.862992 g 14.982 0.010 
 30018 56726.882952 g 15.074 0.010 
 30018 56726.883409 g 15.084 0.010 
 30018 56726.903067 g 15.170 0.011 
 30018 56726.903508 g 15.172 0.011 
 30018 56451.717357 r 15.056 0.010 
 30018 56451.718102 r 15.053 0.011 
 30018 56451.718635 r 15.084 0.011 
 30018 56452.495761 r 14.576 0.011 
 30018 56452.496463 r 14.563 0.011 
 30018 56452.496898 r 14.557 0.011 
 30018 56452.502189 r 14.428 0.012 
 30018 56452.609624 r 14.890 0.011 
 30018 56452.610313 r 14.895 0.013 
 30018 56452.610753 r 14.897 0.013 
 30018 56452.697765 r 15.143 0.010 
 30018 56452.698514 r 15.158 0.011 
 30018 56452.699052 r 15.156 0.011 
 30018 56452.751003 r 15.291 0.011 
 30018 56452.751804 r 15.310 0.011 
 30018 56452.752352 r 15.284 0.010 
 30018 56453.465704 r 14.570 0.013 
 30018 56453.476666 r 14.452 0.010 
 30018 56453.477356 r 14.439 0.014 
 30018 56453.567081 r 14.960 0.010 
 30018 56453.567781 r 14.961 0.010 
 30018 56453.568211 r 14.954 0.011 
 30018 56453.574528 r 14.974 0.011 
 30018 56453.575206 r 14.964 0.010 
 30018 56453.575657 r 14.976 0.010 
 30018 56453.677469 r 15.247 0.012 
 30018 56453.678173 r 15.246 0.011 
 30018 56453.678605 r 15.234 0.013 
 30018 56453.747565 r 15.371 0.010 
 30018 56453.748378 r 15.368 0.010 
 30018 56453.748937 r 15.354 0.011 
 30018 56465.454568 r 15.291 0.010 
 30018 56465.455249 r 15.300 0.012 
 30018 56465.455691 r 15.295 0.011 
 30018 56465.462665 r 15.331 0.011 
 30018 56465.463356 r 15.314 0.012 
 30018 56465.463783 r 15.342 0.011 
 30018 56467.462713 r 15.344 0.011 
 30018 56467.463393 r 15.341 0.011 
 30018 56467.463847 r 15.329 0.011 
 30018 56724.814885 r 15.379 0.011 
 30018 56724.815323 r 15.384 0.010 
 30018 56724.837694 r 15.326 0.010 
 30018 56724.838133 r 15.312 0.010 
 30018 56724.858302 r 15.008 0.010 
 30018 56724.858738 r 15.003 0.010 
 30018 56724.881196 r 14.555 0.010 
 30018 56724.881636 r 14.552 0.010 
 30018 56725.824447 r 14.527 0.011 
 30018 56725.824889 r 14.531 0.010 
 30018 56725.844726 r 14.568 0.012 
 30018 56725.845162 r 14.564 0.010 
 30018 56725.875055 r 14.713 0.011 
 30018 56725.875495 r 14.715 0.011 
 30018 56726.810271 r 14.681 0.010 
 30018 56726.810697 r 14.689 0.011 
 30018 56726.819387 r 14.729 0.011 
 30018 56726.819819 r 14.725 0.010 
 30018 56726.839819 r 14.804 0.010 
 30018 56726.840245 r 14.812 0.011 
 30018 56726.859958 r 14.881 0.011 
 30018 56726.860383 r 14.880 0.011 
 30018 56726.880322 r 14.950 0.011 
 30018 56726.880764 r 14.945 0.011 
 30018 56726.900425 r 14.998 0.010 
 30018 56726.900873 r 14.996 0.010 
 30018 56451.719126 i 15.060 0.010 
 30018 56451.719677 i 15.062 0.010 
 30018 56452.497345 i 14.682 0.011 
 30018 56452.497785 i 14.663 0.011 
 30018 56452.611183 i 14.947 0.012 
 30018 56452.611621 i 14.935 0.012 
 30018 56452.699593 i 15.134 0.012 
 30018 56452.700079 i 15.137 0.010 
 30018 56452.752902 i 15.231 0.010 
 30018 56452.753449 i 15.238 0.012 
 30018 56453.466139 i 14.616 0.011 
 30018 56453.466599 i 14.608 0.012 
 30018 56453.473140 i 14.659 0.017 
 30018 56453.478647 i 14.737 0.012 
 30018 56453.568639 i 14.993 0.010 
 30018 56453.569078 i 15.116 0.013 
 30018 56453.576087 i 14.995 0.011 
 30018 56453.576522 i 14.996 0.012 
 30018 56453.679063 i 15.225 0.011 
 30018 56453.679504 i 15.166 0.011 
 30018 56453.749491 i 15.327 0.014 
 30018 56465.456542 i 15.258 0.012 
 30018 56465.464214 i 15.276 0.011 
 30018 56465.464655 i 15.268 0.011 
 30018 56467.464288 i 15.320 0.011 
 30018 56467.464715 i 15.303 0.011 
 30018 56724.815764 i 15.365 0.010 
 30018 56724.816199 i 15.355 0.011 
 30018 56724.838569 i 15.306 0.012 
 30018 56724.839012 i 15.291 0.011 
 30018 56724.859179 i 15.047 0.010 
 30018 56724.859614 i 15.038 0.010 
 30018 56724.882066 i 14.691 0.011 
 30018 56724.882496 i 14.692 0.011 
 30018 56726.811144 i 14.796 0.010 
 30018 56726.811663 i 14.798 0.010 
 30018 56726.820248 i 14.831 0.011 
 30018 56726.820689 i 14.833 0.011 
 30018 56726.861259 i 14.932 0.011 
 30018 56726.881188 i 14.990 0.011 
 30018 56451.720223 z 15.087 0.011 
 30018 56451.720708 z 15.046 0.010 
 30018 56452.498233 z 14.716 0.012 
 30018 56452.498661 z 14.704 0.011 
 30018 56452.612057 z 14.929 0.013 
 30018 56452.612487 z 14.915 0.011 
 30018 56452.700608 z 15.112 0.013 
 30018 56452.701148 z 15.125 0.010 
 30018 56452.753959 z 15.201 0.011 
 30018 56452.754501 z 15.222 0.010 
 30018 56453.467450 z 14.629 0.014 
 30018 56453.479073 z 14.681 0.011 
 30018 56453.479532 z 14.673 0.011 
 30018 56453.569520 z 14.962 0.012 
 30018 56453.569950 z 14.957 0.011 
 30018 56453.576983 z 14.976 0.012 
 30018 56453.577412 z 14.964 0.016 
 30018 56453.680353 z 15.202 0.011 
 30018 56453.750520 z 15.253 0.015 
 30018 56453.751075 z 15.301 0.014 
 30018 56465.456974 z 15.255 0.011 
 30018 56465.457415 z 15.236 0.012 
 30018 56465.465093 z 15.248 0.011 
 30018 56465.465539 z 15.243 0.010 
 30018 56467.465179 z 15.275 0.012 
 30018 56467.465622 z 15.279 0.012 
 30018 56724.816635 z 15.328 0.010 
 30018 56724.817063 z 15.323 0.012 
 30018 56724.839453 z 15.280 0.012 
 30018 56724.839896 z 15.282 0.010 
 30018 56724.860045 z 15.037 0.012 
 30018 56724.860476 z 15.040 0.011 
 30018 56724.882934 z 14.711 0.012 
 30018 56724.883370 z 14.712 0.010 
 30018 56725.826223 z 14.687 0.011 
 30018 56725.826647 z 14.695 0.012 
 30018 56725.846455 z 14.716 0.011 
 30018 56725.846892 z 14.724 0.012 
 30018 56725.876824 z 14.801 0.011 
 30018 56725.877247 z 14.796 0.011 
 30018 56726.812106 z 14.793 0.012 
 30018 56726.812548 z 14.791 0.012 
 30018 56726.821137 z 14.834 0.012 
 30018 56726.821562 z 14.827 0.014 
 30018 56726.841542 z 14.867 0.010 
 30018 56726.841984 z 14.872 0.012 
 30018 56726.861683 z 14.909 0.010 
 30018 56726.862115 z 14.907 0.010 
 30018 56726.882066 z 14.957 0.013 
 30018 56726.882514 z 14.963 0.011 
 30018 56726.902182 z 15.003 0.012 
 30018 56726.902619 z 15.002 0.014 
 30027 56451.722332 u 15.544 0.011 
 30027 56451.723139 u 15.551 0.013 
 30027 56452.499995 u 15.305 0.011 
 30027 56452.500658 u 15.303 0.011 
 30027 56452.613786 u 15.777 0.012 
 30027 56452.614566 u 15.790 0.012 
 30027 56452.702727 u 15.880 0.012 
 30027 56452.703502 u 15.877 0.014 
 30027 56452.756113 u 15.270 0.010 
 30027 56452.756899 u 15.303 0.010 
 30027 56453.475292 u 15.929 0.018 
 30027 56453.571283 u 15.763 0.012 
 30027 56453.571960 u 15.773 0.012 
 30027 56453.578740 u 15.684 0.012 
 30027 56453.579412 u 15.667 0.012 
 30027 56453.681792 u 15.477 0.015 
 30027 56453.682464 u 15.403 0.012 
 30027 56467.466971 u 15.940 0.012 
 30027 56467.467647 u 15.944 0.013 
 30027 56724.818405 u 15.944 0.014 
 30027 56724.841213 u 15.923 0.010 
 30027 56724.841881 u 15.927 0.013 
 30027 56724.861812 u 15.884 0.013 
 30027 56724.884692 u 15.750 0.012 
 30027 56724.885357 u 15.740 0.010 
 30027 56725.827970 u 15.306 0.010 
 30027 56725.848901 u 15.374 0.011 
 30027 56726.813869 u 15.928 0.012 
 30027 56726.814544 u 15.927 0.013 
 30027 56726.822954 u 16.140 0.017 
 30027 56726.823632 u 15.919 0.013 
 30027 56726.843316 u 15.924 0.011 
 30027 56726.843999 u 15.931 0.010 
 30027 56726.863423 u 15.879 0.010 
 30027 56726.864099 u 15.859 0.010 
 30027 56726.903935 u 15.443 0.012 
 30027 56726.904600 u 15.441 0.012 
 30027 56451.721220 g 15.067 0.011 
 30027 56451.721773 g 15.066 0.012 
 30027 56452.499102 g 14.816 0.011 
 30027 56452.499554 g 14.820 0.012 
 30027 56452.612929 g 15.221 0.011 
 30027 56452.613357 g 15.231 0.013 
 30027 56452.701691 g 15.328 0.010 
 30027 56452.702231 g 15.323 0.011 
 30027 56452.755016 g 14.870 0.011 
 30027 56452.755566 g 14.877 0.010 
 30027 56453.467899 g 15.266 0.014 
